"key","de"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i4.q_0","Leiter einer Arbeitsgruppe und direkter Kollegenkreis"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i5.q_0","Ombudsman der DFG"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i6.q_0","Herausgeber einer Zeitschrift"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i7.q_0","Reviewer im Begutachtungsprozess"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i8.q_0","Internet-Initiativen (z.B. VroniPlag Wiki, Retraction Watch u.ä.)"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i9.q_0","Medien"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i10.q_0","Staatliche Strafverfolgungsbehörden"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i11.q_0","Sonstige, und zwar: "
"fragetypen_matrix_beispiel_2.body.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Matrix mit horizontaler Mehrfachauswahl #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), Wissenschaftsbefragung 2016; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_matrix_beispiel_3.b.comp.q_0","Welchen Schulabschluss haben Ihre Eltern? "
"fragetypen_matrix_beispiel_3.b.comp.ins_0","(Bitte nur den #{layout.UNDERLINED_START}höchsten#{layout.UNDERLINED_END} Abschluss angeben) "
"fragetypen_matrix_beispiel_3.b.comp.rd1.t1_0","Volksschule/Hauptschule (mindestens 8. Klasse)"
"fragetypen_matrix_beispiel_3.b.comp.rd1.t2_0","Mittlere Reife/Realschulabschluss (10. Klasse) "
"fragetypen_matrix_beispiel_3.b.comp.rd1.t3_0","Abitur oder sonstige Hochschulreife "
"fragetypen_matrix_beispiel_3.b.comp.rd1.t4_0","keinen Abschluss (weniger als 8 Klassen) "
"fragetypen_matrix_beispiel_3.b.comp.rd1.t5_0","Sonstiges, und zwar: "
"fragetypen_matrix_beispiel_3.b.comp.rd1.t6_0","Weiß nicht "
"fragetypen_matrix_beispiel_3.b.comp.rd1.i1.sc1.q2_0","Vater"
"fragetypen_matrix_beispiel_3.b.comp.rd1.i2.sc2.q3_0","Mutter"
"fragetypen_matrix_beispiel_3.b.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Matrix mit vertikaler Einfachauswahl #{layout.BREAK} Quelle: Universität Konstanz, 13. Studierendensurvey, 2015/16, geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_matrix_beispiel_4.b.comp.q_0","Welche Staatsangehörigkeit(en) haben Ihre Eltern?"
"fragetypen_matrix_beispiel_4.b.comp.ins_0","Bitte alles Zutreffende auswählen."
"fragetypen_matrix_beispiel_4.b.comp.rd.t1_0","deutsche Staatsangehörigkeit"
"fragetypen_matrix_beispiel_4.b.comp.rd.t2_0","ausländische Staatsangehörigkeit(en)"
"fragetypen_matrix_beispiel_4.b.comp.rd.t3_0","weiß ich nicht"
"fragetypen_matrix_beispiel_4.b.comp.rd.i1.mc.q1_0","Vater"
"fragetypen_matrix_beispiel_4.b.comp.rd.i2.mc.q2_0","Mutter"
"fragetypen_matrix_beispiel_4.b.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Matrix mit vertikaler Mehrfachauswahl #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), 21. Sozialerhebung, 2016; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_doppelmatrix.t1_0","#{layout.H4_START} Doppelmatrix #{layout.H4_END} "
"fragetypen_doppelmatrix.t2_0","#{layout.BREAK} Gibt es die Doppelmatrix als Mehrfachauswahl? #{layout.BREAK}#{layout.BREAK} "
"fragetypen_doppelmatrix.t3_0"," #{layout.P_START} Die Doppelmatrix ermöglicht es Ihnen, einen Sachverhalt vergleichend beurteilen zu lassen. Die Befragten können den Gegenstand (z.B. die Hochschulbetreuung) zeitgleich im Hinblick auf zwei verschiedene Bezugsgrößen (z.B. im Bachelorstudiengang und im Masterstudiengang) bewerten. Hierfür wird sowohl rechts als auch links von den Items Teilfrage mit entsprechender Skala abgetragen. Die Befragten sind aufgefordert, jeweils eine Antwortkategorie zu wählen, die innerhalb der einen und im Vergleich zur anderen Teilfrage am ehesten zutreffend ist. Die Doppelmatrix gibt es ausschließlich als "
"fragetypen_doppelmatrix.t3_1","Einfachauswahl"
"fragetypen_doppelmatrix.t3_2"," . #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} "
"fragetypen_doppelmatrix.t3_3","Doppelmatrix"
"fragetypen_doppelmatrix.t3_4"," #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_doppelmatrix.t4_0"," #{layout.P_START} #{layout.BREAK} #{layout.BREAK} TIPP: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} Große Matrizen (ab 5-7 Zeilen bzw. Spalten) können Befragte überfordern und zu einem Absinken der Datenqualität führen (z.B. stereotypes Ankreuzen einer Antwortkategorie, Item-Nonresponse); sie sollten deshalb auf mehrere Fragebogenwebseiten aufgeteilt werden (Pannewitz 2002: 15ff., Reinboth 2005: 111f.) #{layout.LIST_ITEM_END} #{layout.LIST_ITEM_START} Sie können sowohl alle als auch nur einen Teil der Antwortkategorien (z.B. die Skalenendpunkte) mit Labels versehen. Grundsätzlich ist die Datenqualität von Skalen signifikant höher, wenn alle Antwortkategorien benannt werden, da dies Klarheit verschafft über die Bedeutung der verschiedenen Skalenpunkte (Krosnick und Berent 1993 sowie Peters und McCormick 1966 in #{layout.link('web.stanford.edu/dept/communication/faculty/krosnick/docs/annrevsurvey.pdf','Krosnick 1999')}). Die Aufmerksamkeit der Befragten für die Labels sinkt dabei allerdings mit der Zahl an benannten Antwortkategorien (#{layout.link('http://fmx.sagepub.com/content/26/1/21','Menold et al. 2014')}). Werden hingegen ausschließlich die Skalenendpunkte benannt, dann werden diese Extremwerte von den Befragten häufiger selektiert, als wenn alle Antwortkategorien mit Labels versehen sind (#{layout.link('http://smx.sagepub.com/content/44/1/369','Moors et al. 2014')}). #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.q_0","Wie wichtig sind die folgenden Kenntnisse und Fähigkeiten für Ihre derzeitige (bzw., wenn Sie nicht berufstätg sind, voraussichtliche) berufliche Tätigkeit (linke Spalte)? In welchem Maße verfügten Sie bei Ihrem Abschluss des Studiums an der HTW über diese Kenntnisse und Fähigkeiten (rechte Spalte)? #{layout.BREAK}#{layout.BREAK}#{layout.BREAK} "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.ls_0","Wichtigkeit für die berufliche Tätigkeit "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.rs_0","bei Studenabschluss vorhanden"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.lh1_0","sehr#{layout.BREAK} wichtig"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.lh5_0","unwichtig"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.rh1_0","in #{layout.BREAK}hohem#{layout.BREAK} Maße"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.rh5_0","in #{layout.BREAK} geringem #{layout.BREAK} Maße"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.lm1_0","weiß #{layout.BREAK} nicht"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.rm1_0","weiß #{layout.BREAK} nicht"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i1.q_0","Spezielles Fachwissen "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i2.q_0","Breites Grundlagenwissen "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i3.q_0","Kenntnis wissenschaftlicher Methoden "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i4.q_0","Fremdsprachen"
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i5.q_0","Kommunikationsfähigkeit "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i6.q_0","Verhandlungsgeschick "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i7.q_0","Organisationsfähigkeit "
"fragetypen_doppelmatrix_beispiel_1.body.matrix.rd.i8.q_0","Kenntnisse in EDV "
"fragetypen_doppelmatrix_beispiel_1.body.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Doppelmatrix #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), HTW-Befragung; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_differenzial.t1_0","#{layout.H4_START} Semantisches Differenzial #{layout.H4_END} "
"fragetypen_differenzial.t2_0"," #{layout.P_START} Das semantische Differenzial (oder Polaritätsprofil) ist ein Fragetyp, mit dem Sie Wesensmerkmale eines Sachverhaltes erheben können. Die Befragten werden darum gebeten, einen Gegenstand (z.B. die Hochschullehre) mit einer Reihe von Adjektiven zu beschreiben. Hierfür wird ihnen eine Liste mit entgegengesetzten Eigenschaftspaaren vorgelegt (z.B. gut-schlecht, praxisnah-praxisfern). Jedes Gegensatzpaar bildet eine abgestufte Skala, bei der die Adjektive jeweils einen Endpunkt markieren. Selektiert werden soll der Skalenwert, der den Sachverhalt am besten charakterisiert. Über alle beantworteten Gegensatzpaare hinweg entsteht auf diese Weise ein Merkmalsprofil zum interessierenden Gegenstand (Schnell et al. 2008: 175ff.) Das semantische Differenzial gibt es ausschließlich als "
"fragetypen_differenzial.t2_1","Einfachauswahl"
"fragetypen_differenzial.t2_2"," . #{layout.P_END} Anschauungsbeispiel: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} "
"fragetypen_differenzial.t2_3","Semantisches Differenzial"
"fragetypen_differenzial.t2_4"," #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_differenzial.t4_0"," #{layout.P_START} #{layout.BREAK} #{layout.BREAK} TIPP: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} Große Matrizen (ab 5-7 Zeilen bzw. Spalten) können Befragte überfordern und zu einem Absinken der Datenqualität führen (z.B. stereotypes Ankreuzen einer Antwortkategorie, Item-Nonresponse); sie sollten deshalb auf mehrere Fragebogenwebseiten aufgeteilt werden (Pannewitz 2002: 15ff., Reinboth 2005: 111f.) #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_differenzial_beispiel_1.body.question.question1_0","Welche allgemeinen Einschätzungen verbinden Sie mit zeitweiligen Auslandsaufenthalten während des Studiums? "
"fragetypen_differenzial_beispiel_1.body.question.instruction1_0","Wählen Sie für jedes Merkmalspaar den Ihrer Einschätzung nach zutreffenden Skalenwert aus. "
"fragetypen_differenzial_beispiel_1.body.question.response.missing1_0","weiß nicht "
"fragetypen_differenzial_beispiel_1.body.question.response.item1.option1.answer1.label","entbehrlich"
"fragetypen_differenzial_beispiel_1.body.question.response.item1.option1.answer5.label","unverzichtbar"
"fragetypen_differenzial_beispiel_1.body.question.response.item1.option1.missing.label","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item2.option1.answer1.label","schwer finanzierbar"
"fragetypen_differenzial_beispiel_1.body.question.response.item2.option1.answer5.label","leicht finanzierbar"
"fragetypen_differenzial_beispiel_1.body.question.response.item2.option1.missing.label","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item3.option1.answer1.label","wenig berufsqualifizierend"
"fragetypen_differenzial_beispiel_1.body.question.response.item3.option1.answer5.label","stark berufsqualifizierend"
"fragetypen_differenzial_beispiel_1.body.question.response.item3.option1.missing.label","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item4.option1.answer1.label","schwer organisierbar"
"fragetypen_differenzial_beispiel_1.body.question.response.item4.option1.answer5.label","leicht organisierbar"
"fragetypen_differenzial_beispiel_1.body.question.response.item4.option1.missing.label","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item5.option1.answer1.label","wenig karrierefördernd"
"fragetypen_differenzial_beispiel_1.body.question.response.item5.option1.answer5.label","stark karrierefördernd"
"fragetypen_differenzial_beispiel_1.body.question.response.item5.option1.missing.label","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item6.option1.answer1.l","schwach persönlichkeitsbildend "
"fragetypen_differenzial_beispiel_1.body.question.response.item6.option1.answer5.l","stark persönlichkeitsbildend "
"fragetypen_differenzial_beispiel_1.body.question.response.item6.option1.missing.l","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item7.option1.answer1.l","Fachwissen wenig fördernd "
"fragetypen_differenzial_beispiel_1.body.question.response.item7.option1.answer5.l","Fachwissen stark fördernd "
"fragetypen_differenzial_beispiel_1.body.question.response.item7.option1.missing.l","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item8.option1.answer1.l","In meinem Studiengang unüblich "
"fragetypen_differenzial_beispiel_1.body.question.response.item8.option1.answer5.l","In meinem Studiengang üblich "
"fragetypen_differenzial_beispiel_1.body.question.response.item8.option1.missing.l","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.question.response.item9.option1.answer1.l","unwichtig um selbständig zu werden "
"fragetypen_differenzial_beispiel_1.body.question.response.item9.option1.answer5.l","wichtig um selbständig zu werden "
"fragetypen_differenzial_beispiel_1.body.question.response.item9.option1.missing.l","weiß nicht"
"fragetypen_differenzial_beispiel_1.body.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Semantisches Differenzial #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), HISBUS, 2013, Befragung zur Mobilität von Studierenden; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_kalendarium.t1_0","#{layout.H4_START} Kalendarium #{layout.H4_END} "
"fragetypen_kalendarium.t2_0"," #{layout.P_START} Das Kalendarium ist ein zusammengesetzter Fragetyp, der zur Erfassung von Tätigkeiten im Zeitverlauf verwendet werden kann. Dabei können Tätigkeiten (z.B. Studium, Elternzeit, Nebenjob) einer zeitlichen Einheit (z.B. Tag, Monat, Semester) zugeordnet werden. Einer zeitlichen Einheit können mehrere Tätigkeiten zugeordnet werden. Die Befragten wählen hierfür bspw. zunächst die Tätigkeit ""Praktikum"" aus und markieren anschließend den Zeitraum April, Mai und Juni des Jahres 2015, in dem das Praktikum stattfand. Als nächstes könnten weitere Tätigkeiten samt Zeiteinheiten ausgewählt werden. #{layout.BREAK}#{layout.BREAK} Anschauungsbeispiel: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} "
"fragetypen_kalendarium.t2_1","Kalendarium"
"fragetypen_kalendarium.t2_2"," #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_kalendarium_beispiel_1.t1_0","Um die Wege beim Übergang aus dem Studium in das Berufsleben und in andere Lebensbereiche besser verstehen zu können, bitten wir Sie, Ihre #{layout.UNDERLINED_START} seit Anfang 2010 ausgeübten Tätigkeiten #{layout.UNDERLINED_END} in den folgenden Kalender einzutragen."
"fragetypen_kalendarium_beispiel_1.instruction1_0","Bitte tragen Sie für die Zeit von Januar 2010 bis heute Ihre Tätigkeiten anhand der aufgeführten Kennbuchstaben in Ihren persönlichen Kalender ein. Haben Sie mehrere Tätigkeiten gleichzeitig ausgeübt, können Sie diese untereinander aufführen. Wichtig ist, dass es keine zeitliche Lücke gibt."
"fragetypen_kalendarium_beispiel_1.b.colorSelector.i1_0","Wählen Sie ein Farbschema und bestätigen Sie die Auswahl. #{layout.BREAK}#{layout.BREAK} "
"fragetypen_kalendarium_beispiel_1.b.colorSelector.rdc.ao1.label","Standardfarbschema mit 16 Farben"
"fragetypen_kalendarium_beispiel_1.b.colorSelector.rdc.ao3.label","Farbschema mit 4 Farben optimiert für Farbsehschwächen"
"fragetypen_kalendarium_beispiel_1.b.display1.text1_0","#{layout.BREAK} "
"fragetypen_kalendarium_beispiel_1.b.display1.reload1","Farbeinstellung wechseln"
"fragetypen_kalendarium_beispiel_1.b.display1.reload2","Neue Farbeinstellung bestätigen"
"fragetypen_kalendarium_beispiel_1.b.display1.text2_0","#{layout.BREAK}#{layout.BREAK} "
"fragetypen_kalendarium_beispiel_1.b.calendar1_Row_0","2010"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Row_1","2011"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Row_2","2012"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Row_3","2013"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Row_4","2014"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Row_5","2015"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_0","Jan"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_1","Feb"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_2","Mär"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_3","Apr"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_4","Mai"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_5","Jun"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_6","Jul"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_7","Aug"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_8","Sep"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_9","Okt"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_10","Nov"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Column_11","Dez"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot1","Erwerbstätigkeit, nicht selbständig"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot2","selbständige Erwerbstätigkeit"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot3","Trainee"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot4","Jobben"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot5","Werkvertrag"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot6","Berufsausbildung, Umschulung, Volontariat"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot7","Praktikum"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot8","Referendariat, Anerkennungspraktikum u. Ä."
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot9","Studium"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot10","Dissertation/Promotion"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot11","Juniorprofessur/Habilitation"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot12","Fort-, Weiterbildung (Vollzeit, längerfristig)"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot13","Arbeitslosigkeit"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot14","Elternzeit"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot15","Hausfrau, Hausmann, Familienarbeit"
"fragetypen_kalendarium_beispiel_1.b.calendar1_Label_Slot16","sonstiges (z. B. Wehr-, Zivildienst, längerer Urlaub, Krankheit)"
"fragetypen_kommentarfeld.t1_0","#{layout.H4_START} Kommentarfeld #{layout.H4_END} "
"fragetypen_kommentarfeld.t2_0"," #{layout.P_START} Spätestens am Ende der Onlinebefragung sollten Sie den Befragten die Möglichkeit geben, eigene Gedanken zum Thema zu formulieren (Young 1998). Hierfür können Sie das Kommentarfeld verwenden. #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} "
"fragetypen_kommentarfeld.t2_1","Kommentarfeld"
"fragetypen_kommentarfeld.t2_2"," #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_kommentarfeld.t4_0"," #{layout.P_START} #{layout.BREAK}#{layout.BREAK} TIPP: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} Die Größe des Kommentarfeldes hat nicht nur einen Einfluss auf die eingegebene Textmenge (Bosnjak in Informationszentrum Sozialwissenschaften 2003: 115f.), sondern zusätzlich auch auf die die Zahl der angesprochenen Themen (Christian und Dillman 2004). #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_kommentarfeld_beispiel_1.b.oq1.question1_0","Sie sind nun ans Ende der Befragung gelangt. Abschließend haben Sie die Möglichkeit, uns Kommentare und Anregungen zum Fragebogen zu hinterlassen: #{layout.BREAK} "
"fragetypen_kommentarfeld_beispiel_1.b.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Kommentarfeld #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), Wissenschaftsbefragung 2016; geänderte Fassung. #{layout.SOURCECODE_END} "
"antwortgruppierung_start.t1_0","#{layout.H4_START} Antwortgruppierung #{layout.H4_END} "
"antwortgruppierung_start.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"antwortgruppierung_start.t2_2"," #{layout.BREAK}#{layout.BREAK}#{layout.P_END}"
"antwortgruppierung_dynamik.t1_0","#{layout.H4_START} Übersicht und Verweise Dynamik bei Antwortgruppierung #{layout.H4_END} "
"antwortgruppierung_dynamik.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"variablen_start.t1_0","#{layout.H4_START} Variablen und Variablenbindung #{layout.H4_END} "
"variablen_start.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"variablen_zu_erhebende.t1_0","#{layout.H4_START} Zu erhebende Variablen #{layout.H4_END} "
"variablen_zu_erhebende.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"variablen_vorhandene.t1_0","#{layout.H4_START} Vorhandene Variablen #{layout.H4_END} "
"variablen_vorhandene.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"variablen_trigger.t1_0","#{layout.H4_START} Variablentrigger #{layout.H4_END} "
"variablen_trigger.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"fragebogensteuerung_start.t1_0","#{layout.H4_START} Fragebogensteuerung #{layout.H4_END} "
"fragebogensteuerung_start.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"fragebogensteuerung_filterfuehrung.t1_0","#{layout.H4_START} Filterführung #{layout.H4_END} "
"fragebogensteuerung_filterfuehrung.t2_0","#{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END}"
"fragebogensteuerung_bedingte_anzeige.t1_0","#{layout.H4_START} Bedingte Anzeige von Fragebogenteilen #{layout.H4_END} "
"fragebogensteuerung_bedingte_anzeige.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"fragebogensteuerung_antwortreferenzierung.t1_0","#{layout.H4_START} Antwortreferenzierung #{layout.H4_END} "
"fragebogensteuerung_antwortreferenzierung.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} #{layout.BREAK}#{layout.BREAK} #{layout.P_END} "
"abgeleitete_variablen_start.t1_0","#{layout.H4_START} Abgeleitete Variablen #{layout.H4_END} "
"abgeleitete_variablen_start.t2_0"," #{layout.BREAK}#{layout.BREAK} #{layout.P_START} #{layout.image('resources/images/serveimage.png','serveimage.png')} #{layout.BREAK} #{layout.SHOW_START}An dieser Seite wird noch gearbeitet…#{layout.SHOW_END} "
"abgeleitete_variablen_start.t2_2"," "
"abgeleitete_variablen_start.t2_4"," "
"abgeleitete_variablen_start.t2_6"," "
"abgeleitete_variablen_start.t2_8"," "
"abgeleitete_variablen_start.t2_10"," "
"abgeleitete_variablen_start.t2_12"," "
"abgeleitete_variablen_start.t2_14"," "
"abgeleitete_variablen_start.t2_16"," "
"abgeleitete_variablen_start.t2_18"," "
"abgeleitete_variablen_start.t2_20"," "
"abgeleitete_variablen_start.t2_22"," "
"abgeleitete_variablen_start.t2_24"," "
"abgeleitete_variablen_start.t2_26"," "
"abgeleitete_variablen_start.t2_28"," "
"abgeleitete_variablen_start.t2_30"," "
"abgeleitete_variablen_start.t2_32"," "
"abgeleitete_variablen_start.t2_34"," "
"abgeleitete_variablen_start.t2_36"," "
"abgeleitete_variablen_start.t2_38"," "
"abgeleitete_variablen_start.t2_40"," "
"abgeleitete_variablen_start.t2_42"," "
"abgeleitete_variablen_start.t2_44"," "
"abgeleitete_variablen_start.t2_46"," "
"abgeleitete_variablen_start.t2_48"," "
"abgeleitete_variablen_start.t2_50"," "
"abgeleitete_variablen_start.t2_52"," "
"abgeleitete_variablen_start.t2_54"," "
"abgeleitete_variablen_start.t2_56"," "
"abgeleitete_variablen_start.t2_58"," "
"abgeleitete_variablen_start.t2_60"," "
"abgeleitete_variablen_start.t2_62"," "
"abgeleitete_variablen_start.t2_64"," "
"abgeleitete_variablen_start.t2_66"," "
"abgeleitete_variablen_start.t2_68"," "
"abgeleitete_variablen_start.t2_70"," "
"abgeleitete_variablen_start.t2_72"," "
